,1,2,3,4,5,6,7,8,9
youtue,0,0,0,0,0,0,0,0,0
actress,0,0,0,0,0,0,0,0,0
bonmotte,0,0,0,0,0,0,0,0,0
bdelete,0,0,0,0,0,0,0,0,0
hosepipe,0,0,0,0,0,0,0,0,0
amidst,0,0,0,0,0,0,0,0,0
lease,0,0,0,0,0,0,0,0,0
aphids,0,0,0,0,0,0,0,0,0
budapest,0,0,0,0,0,0,0,0,0
dongle,0,0,0,0,0,0,0,0,0
pills,0,0,0,0,0,0,0,0,0
huwai,0,0,0,0,0,0,0,0,0
demolition,0,0,0,0,0,0,0,0,0
dud,0,0,0,0,0,0,0,0,0
lsd,0,0,0,0,0,0,0,0,0
bubble,0,0,0,0,0,0,0,0,0
baskets,0,0,0,0,0,0,0,0,0
derail,0,0,0,0,0,0,0,0,0
forever,0,0,0,0,0,0,0,0,0
flex,0,0,0,0,0,0,0,0,0
faucetpay,0,0,0,0,0,0,0,0,0
civic,0,0,0,0,0,0,0,0,0
shouldn't,0,0,0,0,0,0,0,0,0
advocate,0,0,0,0,0,0,0,0,0
headrest,0,1,0,2,0,0,3,1,0
ruminate,2,2,2,2,3,2,3,1,2
waxed,0,0,0,0,0,2,0,0,0
fixture,2,0,2,1,0,2,0,1,1
types,0,2,0,0,0,0,0,1,0
lapotop,0,0,0,0,0,0,0,0,0
quartz,0,0,0,0,0,0,0,0,0
gadget,1,1,1,0,1,0,0,1,0
teach,0,0,0,0,0,0,0,0,0
boundary,2,3,1,2,2,1,1,1,3
creat,0,0,0,0,0,0,0,0,0
idiom,0,0,0,0,0,0,0,0,0
adolescence,0,1,0,1,1,1,0,2,0
protein,0,0,0,0,0,0,0,0,0
clogged,2,0,0,0,0,0,0,0,0
patron,0,0,0,1,1,2,0,1,0
beneath,0,3,0,3,0,2,2,0,1
mastercard,0,0,0,0,0,0,0,0,0
showgame,0,0,0,0,0,0,0,0,0
plinko,0,0,0,0,0,0,0,0,0
appointment,0,0,0,0,2,3,0,2,0
swindle,0,0,0,0,0,0,0,0,0
vanilla,0,0,0,0,0,0,0,0,0
enjoys,1,2,0,1,0,0,0,0,1
wayward,0,2,0,0,0,0,1,0,0
traveled,0,2,0,1,1,0,2,0,0
air balloon,0,0,0,0,0,0,0,0,0
nurse,0,2,0,0,2,0,0,0,0
council,0,1,0,0,0,0,0,0,0
morgan,0,0,0,0,0,0,0,0,0
thirty,0,0,0,0,0,0,0,0,0
livw,0,0,0,0,0,0,0,0,0
restless,2,0,2,2,2,0,3,0,1
distance,2,3,1,2,1,0,3,1,0
trestle,0,0,0,1,0,0,1,0,0
swum,0,2,0,2,0,0,1,0,0
gratification,1,2,2,0,0,0,0,0,3
wants,2,2,0,1,0,0,1,0,2
unoptimized,0,0,0,0,0,0,0,0,0
blanket,0,2,1,1,0,0,0,0,0
pause,2,0,1,2,0,0,1,1,0
hostility,3,3,2,3,0,0,2,0,2
titanic,0,0,0,0,0,0,0,0,0
limit,2,3,0,2,0,0,0,0,0
butcher,0,2,0,3,0,0,0,1,0
biblind,0,0,0,0,0,0,0,0,0
june,0,2,0,1,0,0,1,0,0
challenging,1,1,1,1,0,0,0,0,1
emotionless,3,3,2,2,1,1,0,2,3
quark,0,0,0,0,0,0,0,0,0
toi,0,0,0,0,0,0,0,0,0
mussels,0,1,0,1,0,0,1,0,0
lithuania,0,0,0,0,0,0,0,0,0
steamboat,0,0,0,0,0,0,0,0,0
colleen,0,0,0,0,0,0,0,0,0
iminage,0,0,0,0,0,0,0,0,0
pire,0,0,0,0,0,0,0,0,0
turnstyle,0,0,0,0,0,0,0,0,0
worldwide,0,0,0,0,0,0,0,0,0
cellular,2,3,3,0,1,0,0,0,0
sequestered,0,3,0,1,0,0,1,0,0
hillbilly,0,1,0,1,0,0,1,0,0
lateral,0,0,0,0,0,0,0,0,0
fuzz,0,3,3,0,0,0,0,2,0
gearbox,0,1,0,1,0,0,0,0,0
gmos,0,0,0,0,0,0,0,0,0
bbq,0,2,0,1,1,0,0,0,0
ungodliness,2,3,0,2,0,0,0,0,0
rasslin,0,0,0,0,0,0,0,0,0
maximum,0,0,0,0,0,0,0,0,0
drinkfoodsnack,3,4,2,3,2,2,0,0,2
mia,0,0,0,0,0,0,0,0,0
shamokin,0,0,0,0,0,0,0,0,0
fork,4,2,0,1,1,1,0,0,0
radience,0,2,0,2,0,0,1,1,0
crescent,0,2,0,0,0,0,0,0,0
piers,0,0,0,0,0,0,0,0,0
tortois,0,0,0,0,0,0,0,0,0
clive,0,0,0,0,0,0,0,0,0
nun,0,0,0,0,0,0,0,1,0
exmouth,0,0,0,0,0,0,0,0,0
skull,1,1,2,3,2,0,0,1,0
nonsense,1,1,0,0,0,0,0,0,0
berate,3,0,2,1,0,0,0,0,0
repertoire,0,2,0,0,0,1,0,0,0
too,0,0,0,0,0,0,0,0,0
stirfry,0,0,0,0,0,0,0,0,0
lullaby,0,0,1,0,1,1,0,0,0
slammer,0,1,2,0,0,0,0,2,0
posse,0,2,0,0,0,0,0,1,0
tiers,0,0,0,0,0,0,0,0,0
equations,0,0,0,0,0,0,0,0,0
skit,0,0,0,0,0,0,0,0,0
poise,0,0,0,0,0,2,0,2,0
justif,3,3,0,2,0,0,0,0,0
hhappy,0,0,0,0,0,0,0,0,0
occasions,0,0,0,0,0,2,0,3,0
penetration,0,0,3,0,0,0,0,0,2
torsion,0,0,0,0,0,0,0,0,0
umfunfilled,0,0,0,0,0,0,0,0,0
shaving,0,0,0,0,2,2,0,0,0
kill4,2,4,0,3,2,0,0,3,0
brighton,0,0,0,0,0,0,0,0,0
groggy,0,0,0,0,0,0,0,0,0
brave,0,0,0,0,0,0,0,0,0
disapprove,2,2,0,0,0,0,0,1,0
departed,3,3,0,2,2,0,0,4,0
billboard,0,0,0,0,0,0,0,0,0
demanded,3,0,0,0,0,0,3,0,0
yoghurt,0,0,0,0,0,0,0,0,0
margo,0,0,0,0,0,0,0,0,0
phone-number,2,2,2,0,1,1,0,0,0
gypsy,0,0,0,0,0,0,0,0,0
chocken,0,0,0,0,0,0,3,0,0
faerie,0,0,0,0,0,0,0,0,0
pent,2,2,1,2,0,0,0,0,0
gatwe,0,0,0,0,0,0,0,0,0
etherial,0,0,0,1,0,0,0,0,0
enchiladas,0,0,0,0,0,0,0,0,0
sq,0,0,0,0,0,0,0,0,0
relaxatin,0,0,0,3,0,0,0,0,0
kebab,0,0,0,0,0,0,0,0,0
moat,0,0,0,0,0,0,0,0,0
implode,0,0,0,0,0,0,0,0,0
wilma,0,0,0,0,0,0,0,0,0
enterprises,0,0,0,0,0,0,0,0,0
queso,0,0,0,0,0,0,0,0,0
doot,0,0,0,0,0,0,0,0,0
shae,0,0,0,0,0,0,0,0,0
deit,0,0,0,0,0,0,0,0,0
nationalist,0,0,0,0,0,0,0,0,0
expected,0,0,0,0,0,0,0,0,0
bulbs,0,0,0,0,0,0,0,0,0
garagr,0,0,0,0,0,0,0,0,0
benjamin,0,0,0,0,0,0,0,0,0
amid,0,0,0,0,0,0,0,0,0
plotting,0,3,0,0,0,0,0,0,0
keepsake,0,0,0,0,0,0,0,0,0
styrofoam,0,0,0,0,0,0,0,0,0
greehousegasses,0,0,0,0,0,0,0,0,0
phenomenol,0,0,0,0,0,0,0,0,0
over,0,0,0,0,0,0,0,0,0
dorito,0,0,0,0,0,0,0,0,0
serendepity,0,0,0,0,0,0,0,0,0
marking,0,0,0,0,1,2,0,0,0
nolan,0,0,0,0,0,0,0,0,0
sushi,0,0,0,0,0,0,0,0,0
redsox,0,0,0,0,0,0,0,0,0
chair,3,2,0,2,3,2,0,3,2
canaster,0,0,0,0,0,0,0,0,0
clipboard,0,0,0,0,0,0,0,0,0
periwinkle,0,0,0,0,0,0,0,0,0
packaging,0,0,0,0,0,0,0,0,0
tuscany,0,0,0,0,0,0,0,0,0
downspout,0,0,0,0,0,0,0,0,0
interaction,3,4,3,3,1,2,2,2,3
african,0,0,0,0,0,0,0,0,0
vital,0,0,0,0,0,0,0,0,0
spanner,0,0,0,0,0,0,0,0,0
gratify,0,0,2,0,0,0,0,0,2
bowlegged,0,0,0,0,0,0,0,0,0
lightsaber,0,0,0,0,0,0,0,0,0
srear,0,0,0,0,0,0,0,0,0
kun,0,0,0,0,0,0,0,0,0
cooper,0,0,0,0,0,0,0,0,0
case,1,4,2,1,2,0,0,3,0
tutor,0,0,0,0,0,0,0,0,0
brimstone,0,0,0,0,0,0,0,0,0
sitingroom,0,0,0,0,0,0,0,0,0
unconcerned,4,3,2,3,2,2,0,0,3
towed,0,0,0,0,0,0,0,0,0
oviation,0,0,0,0,0,0,0,0,0
cery,0,0,0,0,0,0,0,0,0
testtube,0,0,0,0,0,0,0,0,0
lads,2,4,1,2,0,0,0,0,0
radiation,0,0,0,0,0,0,0,0,0
mason,0,0,0,0,0,0,0,0,0
cilent,0,0,0,0,0,0,0,0,0
sore,0,0,0,0,0,0,0,0,0
sub,0,0,0,0,0,0,0,0,0
parsi,0,0,0,0,0,0,0,0,0
napalm,0,0,0,0,0,0,0,0,0
recipie,0,1,0,1,0,1,0,0,0
sattin,0,0,0,0,0,1,0,0,0
jewelry,0,0,0,0,1,0,0,0,0
swims,0,2,0,4,0,0,1,0,2
shadows,0,2,0,2,0,0,2,1,0
oversized,0,0,0,2,0,0,0,0,0
holed,0,0,0,0,0,0,0,0,0
wilt,2,3,0,2,2,0,0,2,0
congestion,0,0,0,0,0,0,0,0,0
veneer,2,3,0,0,0,0,0,0,0
pecan,0,0,0,0,0,0,0,0,0
undulate,0,2,0,3,0,0,0,0,2
tombrady,0,0,0,0,0,0,0,0,0
widen,0,0,0,0,0,0,0,0,0
complicate,1,1,0,1,0,0,0,0,0
fruit,0,0,0,0,0,0,3,0,0
yearn,1,0,0,1,0,0,0,0,0
powerplants,0,0,0,0,0,0,0,0,0
collagen,0,0,0,0,0,0,0,0,0
div,0,0,0,0,0,0,0,0,0
fivr,3,3,0,0,0,0,0,0,0
bonk,0,0,0,0,0,0,0,0,0
sine,0,0,0,0,0,0,0,0,0
hesitation,2,0,2,2,0,0,2,0,0
empty,0,0,0,0,0,0,0,0,0
configuration,0,0,0,0,0,0,0,0,0
moana,0,0,0,0,0,0,0,0,0
dolly,0,0,0,0,0,0,0,0,0
upstairs,0,0,0,0,0,0,0,0,0
plop,1,0,0,0,0,0,0,0,0
nytrogen,0,0,0,0,0,0,0,0,0
desks,0,0,0,0,0,0,0,0,0
mudsplintercrack,0,0,0,0,0,0,0,0,0
gringo,0,0,0,0,0,0,0,0,0
sextile,0,0,0,0,0,0,0,0,0
monotone,0,0,0,0,0,0,0,0,0
sped,0,0,0,0,0,0,2,0,0
merriment,0,2,0,0,0,0,0,0,0
enjoyment,0,2,0,0,0,0,0,0,0
tonails,0,0,0,0,2,3,0,0,0
mulitple,2,3,0,0,0,0,0,0,0
user,0,0,0,0,0,0,0,0,0
tingling,0,0,1,0,0,0,0,0,0
essentia,0,0,0,0,0,0,0,0,0
agreement,4,4,0,0,0,0,0,0,0
hiatus,0,0,0,0,0,0,0,0,0
hamste,0,0,0,0,0,0,0,0,0
latex,0,0,0,0,0,0,0,0,0
cavern,0,0,0,0,0,0,0,0,0
wip,0,0,0,0,0,0,0,0,0
dedicate,0,0,0,0,0,0,0,1,0
paul,0,0,0,0,0,0,0,0,0
lawsuit,0,0,0,0,0,0,0,0,0
bangs,0,0,1,0,0,0,0,0,0
playdough,0,0,0,0,0,0,0,0,0
sedated,0,1,0,0,0,0,0,0,0
curl,0,0,0,0,0,1,0,0,0
scrubby,0,0,0,1,0,0,0,0,0
dope,0,0,0,0,0,0,0,0,0
epoch,0,0,0,0,0,0,0,0,0
disneyland,0,0,0,0,0,0,0,0,0
surreal,1,0,0,2,0,0,0,1,1
face mask,0,0,0,0,0,0,0,0,0
piep,0,0,0,0,0,0,0,0,0
sorta,0,0,0,0,0,0,0,0,0
unnerving,2,0,0,0,0,0,3,2,1
garb,0,2,0,0,0,0,0,0,0
toothless,0,0,0,0,0,0,0,0,0
ransom,0,0,0,0,0,0,0,0,0
distaste,2,1,0,0,0,0,0,2,1
stealthy,0,2,0,0,0,0,1,0,0
whooping,0,1,0,0,0,0,0,0,0
brim,0,0,0,0,0,2,0,0,0
sometimes,0,0,0,0,0,0,3,0,0
boogers,0,0,0,0,0,0,0,0,0
synchonizedswimming,0,0,0,0,0,0,0,0,0
applesauce,0,0,0,0,0,0,1,0,0
solitude,3,0,2,1,3,2,3,2,2
horseback,0,0,0,0,0,0,0,0,0
farro,0,0,0,0,0,0,1,0,0
poached,0,2,1,2,0,1,0,0,0
thirtieth,0,0,0,0,0,0,0,0,0
ind,0,0,0,0,0,0,0,0,0
webster,0,0,0,0,0,0,0,0,0
popit,0,0,0,0,0,0,0,0,0
darloing,0,0,0,0,0,0,0,0,0
eighteen,0,0,0,0,0,0,0,0,0
curly,0,0,0,0,0,0,0,0,0
fey,0,0,0,0,0,0,0,0,0
leaping,0,0,0,0,0,0,0,0,0
myofascial,0,0,0,0,0,0,0,0,0
fet,0,0,0,0,0,0,0,0,0
sock,0,0,0,0,0,0,0,0,0
tyler,0,0,0,0,0,0,0,0,0
syllable,0,0,0,0,0,0,0,0,0
chitin,0,0,0,0,0,0,0,0,0
concatenation,0,2,0,0,0,0,0,0,1
cindy,0,0,0,0,0,0,0,0,0
dissertation,0,0,0,0,0,0,0,0,0
fandango,0,0,0,0,0,0,0,0,0
polygraph,0,1,1,0,0,0,0,1,0
calendula,0,0,0,0,0,0,0,1,0
employ,0,0,0,0,0,0,0,0,0
dmt,0,0,0,0,0,0,0,0,0
hitler,0,0,0,0,0,0,0,0,0
monitored,2,0,0,0,0,0,2,0,1
tergrid,0,0,0,0,0,0,0,0,0
sunken,1,0,0,2,0,0,1,0,1
idiot,0,0,0,0,0,0,0,0,0
brutus,0,0,0,0,0,0,0,0,0
sirloin,0,0,0,0,0,0,0,0,0
istherenaywords,0,0,0,0,0,0,0,0,0
motorsport,0,0,0,0,0,0,0,0,0
midlight,0,0,0,0,0,0,0,0,0
scam,0,0,0,0,0,0,0,0,0
tabbit,0,0,0,0,0,0,0,0,0
conundrum,2,3,1,2,1,1,1,2,2
potsticker,0,0,0,0,0,0,0,0,0
bargain,0,0,0,0,0,0,0,0,0
deldom,0,0,0,0,0,0,0,0,0
wedged,0,4,0,0,0,0,0,0,0
systems,0,0,0,0,0,0,0,0,0
stores,0,0,0,2,0,0,1,0,0
cauterize,0,0,0,0,0,0,0,0,0
sacrificial,0,2,0,0,0,0,0,0,0
misspell,0,0,0,0,0,0,0,0,0
dinein,3,2,1,2,0,2,0,0,0
playwrite,0,0,0,0,0,0,0,0,0
hungary,0,0,0,0,0,0,0,0,0
chuckling,0,2,0,0,0,0,0,0,0
windy,0,0,0,0,0,0,0,0,0
biden,0,0,0,0,0,0,0,0,0
full circle,0,0,0,1,0,0,0,0,2
binder,0,0,0,0,0,0,0,0,0
moving,1,2,1,2,2,1,1,3,2
abut,0,0,0,1,0,0,1,0,0
slated,0,0,0,0,0,2,0,1,0
intervine,1,3,1,1,0,0,3,1,1
rapids,0,2,0,2,0,0,2,0,1
buds,0,0,0,0,0,0,0,1,0
sprinkler,0,0,0,0,0,1,0,0,0
phine,0,0,0,0,0,0,0,0,0
faith,0,0,0,0,0,0,0,3,0
aced,0,0,0,0,0,0,0,0,0
flowing,1,3,0,4,0,0,2,0,4
roman,0,0,0,0,0,0,0,0,0
truck,0,0,0,0,0,0,4,0,0
hateful,3,3,2,2,1,0,0,0,2
organs,0,2,0,0,4,0,0,3,0
treasury,0,0,0,0,0,0,0,0,0
pauses,2,2,3,1,1,1,2,1,1
scan,2,0,2,2,3,0,0,1,0
aches,2,2,2,3,2,0,0,2,0
exciting,0,0,0,0,0,0,0,0,0
twintowers,0,0,0,0,0,0,0,0,0
wwi,0,0,0,0,0,0,0,0,0
felix,0,0,0,0,0,0,0,0,0
jack,0,0,0,0,0,0,0,0,0
tavle,0,0,0,0,0,0,0,0,0
knot,0,4,0,0,1,0,0,0,0
martian,0,0,0,0,0,0,0,0,0
pred,2,2,0,0,0,0,3,0,2
morals,3,3,0,3,0,0,0,2,0
mcflurry,0,0,0,0,0,0,0,0,0
hallway,0,0,0,0,0,0,0,0,0
arises,1,2,0,1,0,0,2,1,0
shart,0,0,0,0,0,0,0,0,0
squirtle,0,0,0,0,0,0,0,0,0
flailing,1,0,0,0,0,0,2,0,0
charcterie,0,2,1,1,0,0,0,0,0
countess,0,0,0,0,0,0,0,0,0
circuit,2,1,2,0,0,0,0,0,0
robes,0,0,0,0,0,1,0,2,0
kin,0,3,0,2,0,0,0,2,0
irish,0,0,0,0,0,0,0,0,0
ponies,0,0,0,0,0,0,0,0,0
flake,0,0,0,0,0,0,0,0,0
chartuese,0,0,0,0,0,0,0,0,0
fabulous,0,0,0,0,0,0,0,0,0
cheetah,0,0,0,0,0,0,0,0,0
hi-tech,0,0,0,0,0,0,0,0,0
solvent,0,0,0,0,0,0,0,0,0
plead,0,3,0,1,0,0,0,0,0
seemed,1,1,2,1,1,0,0,0,0
unearth,0,3,0,1,2,0,0,1,0
spell,0,0,0,0,0,0,0,0,0
pokemon,0,0,0,0,0,0,0,0,0
ashore,0,4,0,1,0,0,1,0,0
shifts,0,1,0,0,0,0,0,0,0
autoclave,0,0,0,0,0,0,0,0,0
phenominal,0,0,0,0,0,0,0,0,0
fibre,0,0,0,0,0,0,0,0,0
dawn,0,2,2,0,2,2,0,0,0
heap,0,1,0,2,1,0,0,0,0
permission,0,0,0,0,0,0,0,0,0
swimmer,0,2,0,3,0,0,1,0,0
spiritual,1,0,0,0,0,0,0,2,0
cries,2,1,0,1,0,0,0,2,0
spicey,0,0,0,0,0,0,0,0,0
hotdogs,0,0,0,0,0,0,0,0,0
fight,3,2,2,2,0,0,0,0,1
denying,4,4,3,3,1,0,0,1,2
comfot,0,0,0,0,0,0,0,0,0
burns,0,1,0,0,0,0,0,0,0
warming,0,1,0,1,0,1,0,0,0
lipo,0,0,0,0,0,0,0,0,0
upper,0,0,0,0,0,0,0,0,0
palestine,0,0,0,0,0,0,0,0,0
smiths,0,0,0,0,0,0,0,0,0
astroturf,0,0,0,0,0,0,0,0,0
sough,1,0,0,2,0,0,1,0,2
lifesavers,0,0,0,0,0,0,0,0,0
legf,0,0,0,0,0,0,0,0,0
ashamed,0,3,1,1,0,0,0,0,0
sings,0,0,0,0,0,0,0,0,0
forefathers,0,0,0,0,0,0,0,0,0
defy,2,2,0,1,0,0,0,0,0
meerkat,0,0,0,0,0,0,0,0,0
goalpost,0,0,0,0,0,0,0,0,0
dolphins,0,0,0,0,0,0,0,0,0
booster,0,0,0,0,0,0,0,0,0
stuart,4,3,4,4,4,3,0,0,4
curdicecream,0,0,0,0,0,0,0,0,0
bubbling,0,1,0,1,0,0,0,0,1
ironing,0,0,0,0,0,0,0,0,0
arranger,0,0,0,0,0,0,0,0,0
connection,2,2,0,1,0,0,0,2,1
scrolls,0,0,0,0,0,0,0,0,0
farmhouse,0,0,0,0,0,0,2,0,0
branded,1,0,0,0,1,0,0,1,0
ringingbells,0,0,0,0,0,0,0,0,0
pet,0,0,0,0,0,0,0,0,0
clarification,1,2,1,0,0,0,0,0,0
suffocating,1,0,0,0,0,0,0,0,0
gregarious,0,2,0,0,0,0,0,0,0
healhy,0,0,0,0,0,0,0,0,0
knoll,0,0,0,0,0,0,0,0,0
cadburys,0,0,0,0,0,0,0,0,0
she,4,4,1,2,1,1,0,3,0
appalachian,0,0,0,0,0,0,0,0,0
tell,2,1,2,0,0,0,0,0,0
robot,0,0,0,0,0,0,0,0,0
notenough,1,0,0,0,0,0,0,0,0
police,0,3,0,0,0,0,0,2,0
defforest,0,0,0,0,0,0,0,0,0
fae,0,0,0,0,0,0,0,0,0
vilify,1,0,0,0,0,0,0,1,0
cotton candy,0,0,0,0,0,0,0,0,0
panopticon,1,0,0,0,0,0,0,1,0
debit,0,0,0,0,0,0,0,0,0
bar,1,1,0,0,0,0,0,0,0
tristan,0,0,0,0,0,0,0,0,0
scanner,0,0,0,0,0,0,0,0,0
vibe,1,0,0,0,0,0,0,0,0
stevie,0,0,0,0,0,0,0,0,0
translation,0,0,0,0,0,0,0,0,0
tak,0,0,0,0,0,0,0,0,0
irked,2,0,0,0,0,0,0,0,0
shed,0,0,0,0,0,0,0,0,0
org,0,0,0,0,0,0,0,0,0
drain,2,0,0,0,0,0,0,0,0
prestigious,0,0,0,0,0,0,0,0,0
excersice,0,0,0,0,0,0,0,0,0
isoutside,0,2,0,0,0,0,0,0,0
directors,0,0,0,0,0,0,0,0,0
ladybug,0,0,0,0,0,0,0,0,0
betrayad,0,0,0,0,0,0,0,0,0
tote,0,1,0,0,0,0,0,0,0
lkunch,0,0,0,0,0,0,0,0,0
sluggish,0,1,0,0,0,0,0,0,0
limiters,0,0,0,0,0,0,0,0,0
gettysburg,0,0,0,0,0,0,0,0,0
knows,2,1,0,0,0,0,0,0,0
stop sign,0,0,0,0,0,0,0,0,0
pine,0,2,0,1,0,0,1,0,0
nostry,0,0,0,0,0,0,0,0,0
tose,0,0,0,0,0,0,0,0,0
mailer,0,0,0,0,0,0,0,0,0
excersize,0,1,0,0,0,0,0,0,0
acros,2,0,0,1,0,0,0,0,0
hast,0,0,0,0,0,0,0,0,0
ensue,0,0,0,0,0,0,0,0,0
brought,0,2,0,0,0,0,0,0,0
portsmouth,0,0,0,0,0,0,0,0,0
wtite,0,0,0,0,2,2,0,0,0
superbowlchampions,0,0,0,0,0,0,0,0,0
projector,0,0,0,0,0,0,0,0,0
wate,1,4,0,4,0,0,2,0,4
ness,0,0,0,0,0,0,0,0,0
salone,0,0,0,0,2,3,0,0,0
tour,0,1,0,1,0,0,1,0,0
butthole,0,0,0,0,0,0,0,0,0
gaming,0,2,0,0,0,0,0,0,0
ttr,0,0,0,0,0,0,0,0,0
checkings,0,0,0,0,0,0,0,0,0
cobbler,0,0,0,0,0,0,0,0,0
biys,0,2,1,0,1,1,0,1,0
plenty,0,0,0,0,0,0,0,0,0
lamer,0,0,0,0,0,0,0,0,0
remap,0,0,0,0,0,0,0,0,0
espoghus,0,0,0,0,0,0,0,0,0
plaque,0,0,0,0,0,0,0,0,0
models,0,0,0,0,0,0,0,0,0
florist,0,0,0,0,0,0,0,2,0
fright,1,0,0,0,0,0,4,1,0
lug,0,1,0,0,0,0,0,0,0
decorum,2,0,0,0,0,0,0,2,0
significatnt,0,0,0,0,0,0,0,0,0
trike,0,0,0,0,0,0,0,0,0
uncles,0,0,0,0,0,0,0,0,0
anchorman,0,0,0,0,0,0,0,0,0
babysitter,0,0,0,0,1,0,0,0,0
linux,0,0,0,0,0,0,0,0,0
dregsswimlake,0,3,0,2,0,0,1,0,0
skates,0,0,0,0,0,0,0,0,0
hematoma,0,0,0,0,0,0,0,0,0
hormones,0,0,2,0,0,0,0,0,1
fireball,0,0,0,0,0,0,0,0,0
darma,0,0,0,0,0,0,0,0,0
bom,0,0,0,0,0,0,0,0,0
panty,0,2,0,0,0,0,0,0,0
grunge,0,0,0,0,0,0,0,0,0
slab,0,0,0,0,0,0,0,0,0
tabloid,2,0,0,1,3,0,0,2,0
lastminute,0,0,0,0,0,0,0,0,0
starting,0,0,0,0,0,0,0,0,0
deeply,0,0,0,0,0,0,0,0,0
incongruous,3,4,3,2,0,0,0,2,0
bobs,0,0,0,0,0,0,0,0,0
xenomorph,0,0,0,0,0,0,0,0,0
crouch,0,0,0,0,0,0,0,0,0
revelations,2,2,3,2,2,0,0,2,0
envious,0,0,0,0,0,0,0,0,0
priscilla,0,0,0,0,0,0,0,0,0
anesthesia,0,0,0,0,1,0,0,0,0
openness,2,0,2,0,1,1,0,0,0
charts,0,0,0,0,0,0,0,0,0
teaching,0,0,0,0,0,0,0,0,0
braver,0,0,0,0,0,0,0,0,0
underachieve,0,0,0,0,0,0,0,0,0
joe,0,0,0,0,0,0,0,0,0
yack,1,3,0,0,0,0,0,0,0
foreigner,0,0,0,0,0,0,0,0,0
tailbone,0,0,0,0,0,0,0,0,0
newtonian,0,0,0,0,0,0,0,0,0
moccasin,0,0,0,0,0,0,0,0,0
hypertension,0,0,0,0,0,0,0,0,0
sidetable,0,0,0,0,0,0,0,0,0
granny,0,0,0,0,0,0,0,1,0
grandiose,0,0,0,0,0,0,0,0,0
curb,0,0,0,0,0,0,1,1,0
misconstrued,3,2,0,1,0,0,0,0,1
lingo,0,0,0,0,0,0,0,0,0
primeminister,0,0,0,0,0,0,0,0,0
whistle,0,0,0,0,0,0,1,0,0
allium,0,0,0,0,0,0,0,0,0
informing,2,3,1,0,2,0,0,2,0
goopy,0,0,0,0,0,0,0,0,0
jig,0,0,0,0,0,0,0,0,0
moldova,0,0,0,0,0,0,0,0,0
rhetoric,2,3,0,1,0,0,0,2,0
karst,0,0,0,0,0,0,0,0,0
fly,0,3,0,1,0,0,1,0,0
lifecare,0,0,0,0,0,0,0,0,0
differnt,0,0,0,0,0,0,0,0,0
checkmate,0,0,0,0,0,0,0,0,0
mooney,0,0,0,0,0,0,0,0,0
baja,0,0,0,0,0,0,0,0,0
pacifist,0,0,0,0,0,0,0,0,0
giveaway,0,0,0,0,0,0,0,0,0
fats,0,0,0,2,0,0,0,0,0
planning,0,2,0,0,0,0,0,0,0
knockout,0,0,0,0,0,0,0,0,0
carbomb,0,0,0,0,0,0,0,0,0
turmeric,0,0,0,0,0,0,0,0,0
real,0,0,0,0,0,0,0,0,0
survivalist,0,0,0,0,0,0,0,0,0
crazy cat,0,0,0,0,0,0,0,0,0
marie,0,0,0,0,0,0,0,0,0
deepbrown,0,0,0,0,0,0,0,0,0
accolades,0,0,0,0,0,0,0,0,0
ledmask,0,0,0,0,0,0,0,0,0
25%off,0,0,0,0,0,0,0,0,0
olympia,0,0,0,0,0,0,0,0,0
yams,0,0,0,0,0,0,0,0,0
spiv,0,0,0,0,0,0,0,0,0
du;;,0,0,0,0,0,0,0,0,0
pitcher,0,0,0,0,0,0,0,0,0
hitchhike,0,0,0,0,0,0,0,0,0
shading,0,0,0,0,0,0,0,0,0
scarves,0,0,0,0,0,0,0,0,0
indie,0,0,0,0,0,0,0,0,0
crap,0,0,0,0,0,0,0,0,0
lengthy,0,0,0,0,0,0,0,0,0
absorbing,1,0,0,0,2,0,0,1,0
pouring,1,4,2,3,2,2,0,0,3
youtube,0,0,0,0,0,0,0,0,0
thesis,0,0,0,0,0,0,0,0,0
muskrats,0,0,0,0,0,0,0,0,0
divider,0,0,0,0,0,0,0,0,0
pharmaceutical,0,0,0,0,0,0,0,0,0
marceline,0,0,0,0,0,0,0,0,0
dofa,0,0,0,0,0,0,0,0,0
hing,0,0,0,0,0,0,0,0,0
tesk,0,0,0,0,0,0,0,0,0
indians,0,0,0,0,0,0,0,0,0
takcle,0,3,0,0,0,0,0,0,0
loot,0,0,0,0,0,0,0,0,0
realxing,0,0,0,3,0,0,0,0,0
cycling,0,0,0,0,0,0,0,0,0
pulled,0,4,0,0,0,0,3,0,0
spring,0,3,0,0,0,0,0,0,0
tomment,0,0,0,0,0,0,0,0,0
spotless,0,0,0,0,0,0,0,0,0
exceptional,0,0,0,0,0,0,0,0,0
soaf,0,0,0,0,0,0,0,0,0
research,0,0,0,0,2,0,0,0,0
tank,0,0,0,0,0,0,0,0,0
modified,0,0,0,0,0,0,0,0,0
heartburn,0,0,0,0,0,0,0,0,0
options,0,0,0,0,0,0,0,0,0
avery,0,0,0,0,0,0,0,0,0
graciously,0,0,0,0,0,0,0,0,0
nosey,2,0,0,1,0,0,0,2,0
aquamarine,0,1,0,1,0,0,1,0,1
snapper,0,2,0,0,0,0,0,0,0
studious,0,0,0,0,0,0,0,0,0
soak,0,3,0,2,0,0,1,0,1
